Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas794      Pavarde794     4    4    4    9    7    8    10   1    4    7    4    
Vardas795      Pavarde795     8    0    8    8    3    10   7    7    2    7    0    
Vardas796      Pavarde796     5    2    7    5    10   6    6    5    4    0    6    
Vardas797      Pavarde797     8    7    10   3    0    5    10   7    5    2    9    
Vardas798      Pavarde798     0    4    3    7    5    5    10   0    0    10   1    
Vardas799      Pavarde799     1    4    7    0    5    2    10   1    1    1    0    
Vardas8        Pavarde8       0    2    3    1    8    9    6    10   6    8    7    
Vardas80       Pavarde80      3    7    5    2    7    0    2    1    8    0    10   
Vardas800      Pavarde800     0    3    1    8    2    8    4    5    7    6    8    
Vardas801      Pavarde801     6    0    0    10   5    8    4    6    4    8    1    
Vardas802      Pavarde802     6    2    7    5    2    10   8    1    0    9    2    
Vardas803      Pavarde803     3    10   6    9    5    1    5    7    1    9    1    
Vardas804      Pavarde804     10   0    3    0    10   5    6    5    8    8    3    
Vardas805      Pavarde805     6    6    3    9    2    6    2    1    4    7    9    
Vardas806      Pavarde806     9    8    8    6    9    7    5    0    1    8    10   
Vardas807      Pavarde807     8    6    10   2    0    0    10   10   0    5    4    
Vardas808      Pavarde808     8    10   9    8    5    4    6    4    8    10   9    
Vardas809      Pavarde809     9    8    1    4    3    2    7    4    6    0    7    
Vardas81       Pavarde81      2    9    1    3    7    5    4    5    2    10   1    
Vardas810      Pavarde810     10   5    2    7    4    6    1    1    9    4    10   
Vardas811      Pavarde811     3    2    2    7    7    0    6    1    10   9    8    
Vardas812      Pavarde812     3    2    0    0    8    1    8    7    2    7    5    
Vardas813      Pavarde813     6    4    4    9    10   6    4    10   9    10   2    
Vardas814      Pavarde814     8    1    6    10   3    7    8    4    2    6    0    
Vardas815      Pavarde815     0    0    4    8    4    1    5    3    1    1    8    
Vardas816      Pavarde816     5    5    7    6    7    8    5    7    10   10   9    
Vardas817      Pavarde817     6    1    6    1    5    10   4    9    7    9    10   
Vardas818      Pavarde818     4    7    9    3    2    3    1    3    3    4    8    
Vardas819      Pavarde819     9    9    10   2    3    5    4    9    3    3    8    
Vardas82       Pavarde82      3    0    5    8    9    10   2    8    4    1    0    
Vardas820      Pavarde820     0    10   4    10   2    2    7    1    1    10   8    
Vardas821      Pavarde821     7    6    1    3    8    8    5    1    8    5    7    
Vardas822      Pavarde822     8    2    2    6    10   3    8    10   9    3    1    
Vardas823      Pavarde823     7    4    8    5    7    7    6    3    3    2    1    
Vardas824      Pavarde824     1    4    1    2    9    8    9    8    2    2    5    
Vardas825      Pavarde825     9    2    5    0    0    10   3    5    4    3    3    
Vardas826      Pavarde826     7    1    4    4    8    5    3    10   8    8    0    
Vardas827      Pavarde827     1    10   9    9    6    0    4    6    5    0    0    
Vardas828      Pavarde828     9    4    4    2    5    7    6    10   10   6    5    
Vardas829      Pavarde829     1    3    10   0    10   7    2    10   6    3    1    
Vardas83       Pavarde83      1    9    2    8    2    6    7    3    1    3    9    
Vardas830      Pavarde830     3    10   3    7    9    9    3    1    9    9    3    
Vardas831      Pavarde831     3    3    5    5    9    4    4    0    10   2    0    
Vardas832      Pavarde832     8    2    4    6    5    4    10   8    4    10   3    
Vardas833      Pavarde833     0    10   7    4    0    3    9    5    3    10   10   
Vardas834      Pavarde834     5    6    10   7    2    5    2    8    2    0    4    
Vardas835      Pavarde835     0    6    3    0    1    2    3    3    3    5    0    
Vardas836      Pavarde836     3    7    6    7    5    2    3    3    4    5    4    
Vardas837      Pavarde837     3    1    9    10   1    10   4    0    4    4    3    
Vardas838      Pavarde838     6    1    5    5    0    0    10   1    9    9    0    
Vardas839      Pavarde839     2    10   1    7    2    1    6    4    6    7    5    
Vardas84       Pavarde84      8    10   4    0    7    0    4    8    2    10   6    
Vardas840      Pavarde840     5    7    2    1    9    0    8    9    3    3    10   
Vardas841      Pavarde841     10   2    10   1    6    5    1    1    6    6    9    
Vardas842      Pavarde842     5    10   3    5    3    3    0    1    7    3    9    
Vardas843      Pavarde843     0    3    6    8    6    1    6    10   1    6    1    
Vardas844      Pavarde844     10   8    5    8    7    3    0    4    8    2    9    
Vardas845      Pavarde845     2    9    1    5    0    0    7    3    1    7    3    
Vardas846      Pavarde846     6    3    0    1    9    10   9    6    4    6    10   
Vardas847      Pavarde847     3    2    9    4    7    10   8    9    6    4    8    
Vardas848      Pavarde848     9    2    6    6    3    9    5    2    4    5    6    
Vardas849      Pavarde849     10   3    0    9    8    6    5    9    2    0    10   
Vardas85       Pavarde85      0    3    9    5    8    5    6    4    4    6    0    
Vardas850      Pavarde850     0    3    8    9    10   8    9    8    7    6    5    
Vardas851      Pavarde851     2    3    4    5    9    7    9    6    0    1    2    
Vardas852      Pavarde852     7    10   4    2    3    1    5    6    7    0    10   
Vardas853      Pavarde853     8    7    2    9    5    0    0    0    5    0    0    
Vardas854      Pavarde854     2    9    7    2    10   0    3    0    9    2    5    
Vardas855      Pavarde855     8    2    4    2    0    0    9    3    1    7    3    
Vardas856      Pavarde856     0    10   1    1    7    1    2    10   8    2    0    
Vardas857      Pavarde857     6    1    3    9    7    0    4    2    0    1    10   
Vardas858      Pavarde858     0    2    8    2    1    9    10   4    9    10   7    
Vardas859      Pavarde859     4    5    8    3    9    5    0    3    3    10   10   
Vardas86       Pavarde86      3    0    3    2    4    2    6    1    4    8    0    
Vardas860      Pavarde860     6    7    2    3    10   7    3    0    6    8    5    
Vardas861      Pavarde861     9    7    8    9    10   7    6    5    1    1    4    
Vardas862      Pavarde862     0    5    7    8    3    5    8    2    9    6    9    
Vardas863      Pavarde863     10   7    0    2    6    0    0    6    6    10   2    
Vardas864      Pavarde864     8    0    3    1    6    10   10   9    6    7    10   
Vardas865      Pavarde865     8    8    8    2    7    5    7    7    1    0    4    
Vardas866      Pavarde866     6    2    5    6    9    5    10   0    10   8    7    
Vardas867      Pavarde867     1    8    6    10   10   6    4    5    7    1    5    
Vardas868      Pavarde868     9    4    2    2    3    3    0    7    0    8    0    
Vardas869      Pavarde869     6    6    2    5    1    10   1    5    1    2    7    
Vardas87       Pavarde87      5    5    1    2    3    2    6    5    2    4    8    
Vardas870      Pavarde870     5    1    9    10   6    6    5    3    9    7    3    
Vardas871      Pavarde871     2    10   10   9    2    9    0    9    8    7    10   
Vardas872      Pavarde872     1    8    4    5    3    10   3    8    7    1    5    
Vardas873      Pavarde873     1    0    4    2    6    8    2    5    9    2    9    
Vardas874      Pavarde874     1    0    9    2    7    9    10   10   9    4    4    
Vardas875      Pavarde875     5    10   10   9    8    3    2    8    8    2    5    
Vardas876      Pavarde876     9    5    1    5    2    10   10   1    3    8    8    
Vardas877      Pavarde877     2    7    7    5    4    8    7    7    9    8    8    
Vardas878      Pavarde878     6    10   3    4    3    1    1    10   6    8    0    
Vardas879      Pavarde879     4    7    3    4    10   3    5    1    0    0    0    
Vardas88       Pavarde88      9    0    10   5    5    6    5    2    6    10   4    
Vardas880      Pavarde880     7    1    9    10   2    10   9    6    6    3    4    
Vardas881      Pavarde881     3    3    7    1    1    0    3    1    10   6    8    
Vardas882      Pavarde882     5    5    1    8    2    6    1    1    1    8    3    
Vardas883      Pavarde883     3    1    9    1    5    3    6    3    1    6    9    
Vardas884      Pavarde884     1    9    4    9    0    4    3    10   6    5    8    
Vardas885      Pavarde885     4    10   4    2    4    7    9    9    7    2    8    
Vardas886      Pavarde886     9    6    1    8    4    4    6    8    6    1    0    
Vardas887      Pavarde887     4    0    9    7    10   2    9    1    2    2    0    
Vardas888      Pavarde888     4    8    3    8    2    8    0    2    7    2    2    
Vardas889      Pavarde889     7    8    10   7    4    9    0    7    3    3    6    
Vardas89       Pavarde89      8    7    10   7    3    10   2    5    6    0    7    
Vardas890      Pavarde890     4    8    2    9    9    6    9    2    9    3    4    
Vardas891      Pavarde891     8    4    1    2    9    7    9    10   5    7    8    
Vardas892      Pavarde892     0    6    3    8    1    7    8    2    7    9    10   
Vardas893      Pavarde893     7    6    1    5    6    3    4    4    8    5    9    
Vardas894      Pavarde894     6    8    4    5    7    4    10   3    1    1    8    
Vardas895      Pavarde895     8    8    1    8    0    8    10   2    6    3    10   
Vardas896      Pavarde896     9    9    1    2    9    1    7    9    8    7    10   
Vardas897      Pavarde897     1    10   2    10   6    5    10   6    5    10   5    
Vardas898      Pavarde898     1    1    10   6    8    3    9    0    7    2    5    
Vardas899      Pavarde899     3    4    8    8    3    10   4    5    4    7    10   
Vardas9        Pavarde9       5    7    5    8    0    6    1    6    9    2    10   
Vardas90       Pavarde90      4    9    6    9    5    7    0    5    10   6    4    
Vardas900      Pavarde900     2    7    3    9    1    3    6    4    5    0    1    
Vardas901      Pavarde901     1    7    10   1    7    0    1    0    10   8    0    
Vardas902      Pavarde902     6    4    1    3    0    3    0    3    1    7    5    
Vardas903      Pavarde903     0    10   8    6    10   3    10   5    5    4    0    
Vardas904      Pavarde904     7    1    2    4    8    5    8    3    6    2    7    
Vardas905      Pavarde905     5    0    5    3    4    8    7    0    7    8    7    
Vardas906      Pavarde906     7    7    9    3    3    0    4    3    8    8    8    
Vardas907      Pavarde907     5    5    0    10   9    10   1    6    8    4    7    
Vardas908      Pavarde908     1    1    5    6    8    4    10   3    4    5    2    
Vardas909      Pavarde909     8    0    3    2    7    10   10   2    8    0    5    
Vardas91       Pavarde91      0    10   10   8    0    6    8    0    6    4    5    
Vardas910      Pavarde910     9    5    4    9    10   8    4    7    5    5    9    
Vardas911      Pavarde911     2    4    2    9    7    8    1    0    9    3    8    
Vardas912      Pavarde912     7    2    7    10   9    9    1    2    6    4    8    
Vardas913      Pavarde913     3    8    10   0    9    9    9    2    7    1    4    
Vardas914      Pavarde914     3    2    8    6    4    2    6    8    2    3    8    
Vardas915      Pavarde915     1    7    6    9    4    3    9    8    0    6    10   
Vardas916      Pavarde916     5    0    10   7    6    10   9    3    6    6    10   
Vardas917      Pavarde917     2    1    9    9    2    7    2    0    9    10   10   
Vardas918      Pavarde918     5    8    5    5    3    8    2    10   1    4    0    
Vardas919      Pavarde919     7    9    3    7    9    0    2    7    9    9    5    
Vardas92       Pavarde92      10   10   2    5    7    0    7    6    0    1    9    
Vardas920      Pavarde920     7    0    3    4    0    1    7    0    2    0    10   
Vardas921      Pavarde921     7    5    0    7    3    1    5    8    9    9    7    
Vardas922      Pavarde922     7    3    8    5    2    4    3    0    8    0    10   
Vardas923      Pavarde923     2    5    2    4    0    3    2    5    6    8    5    
Vardas924      Pavarde924     0    0    5    1    9    6    9    9    1    1    5    
Vardas925      Pavarde925     3    5    3    4    6    7    7    10   5    8    5    
Vardas926      Pavarde926     1    6    10   1    0    0    7    8    0    7    5    
Vardas927      Pavarde927     10   1    8    9    9    9    7    5    4    2    3    
Vardas928      Pavarde928     5    5    2    9    1    7    7    6    7    4    6    
Vardas929      Pavarde929     9    2    6    6    5    5    1    4    10   4    8    
Vardas93       Pavarde93      3    3    10   0    9    10   5    0    3    1    8    
Vardas930      Pavarde930     10   4    10   2    8    9    6    1    4    7    6    
Vardas931      Pavarde931     6    5    0    10   3    10   3    9    8    0    3    
Vardas932      Pavarde932     2    0    9    1    1    5    9    0    2    8    1    
Vardas933      Pavarde933     4    8    0    5    0    1    3    10   9    3    9    
Vardas934      Pavarde934     2    3    1    10   1    2    3    2    9    1    6    
Vardas935      Pavarde935     1    10   4    3    4    8    0    9    2    6    4    
Vardas936      Pavarde936     2    1    8    8    3    2    5    4    3    5    8    
Vardas937      Pavarde937     10   0    10   9    4    1    1    8    10   7    8    
Vardas938      Pavarde938     8    5    0    3    4    0    6    7    0    0    7    
Vardas939      Pavarde939     6    1    2    10   1    6    6    10   3    9    1    
Vardas94       Pavarde94      0    9    8    2    7    1    0    5    1    5    3    
Vardas940      Pavarde940     1    10   1    4    2    0    5    9    8    3    8    
Vardas941      Pavarde941     3    0    7    6    1    5    9    3    5    1    5    
Vardas942      Pavarde942     5    8    7    1    5    3    0    7    0    3    10   
Vardas943      Pavarde943     5    10   8    9    9    1    6    1    0    0    0    
Vardas944      Pavarde944     0    2    4    10   0    9    2    7    1    10   10   
Vardas945      Pavarde945     0    7    2    4    2    9    4    10   6    10   3    
Vardas946      Pavarde946     3    7    4    2    6    5    5    0    7    3    7    
Vardas947      Pavarde947     0    2    9    8    4    9    3    1    4    10   9    
Vardas948      Pavarde948     1    7    4    4    0    6    7    4    4    2    1    
Vardas949      Pavarde949     3    8    1    9    6    7    6    3    8    3    0    
Vardas95       Pavarde95      10   3    0    7    10   9    1    3    3    2    4    
Vardas950      Pavarde950     10   9    1    6    7    7    3    4    1    4    6    
Vardas951      Pavarde951     3    10   0    4    3    8    9    6    5    0    4    
Vardas952      Pavarde952     2    5    0    6    9    1    3    0    0    2    4    
Vardas953      Pavarde953     0    9    1    7    4    10   5    5    4    7    9    
Vardas954      Pavarde954     5    0    10   5    8    9    1    1    9    5    10   
Vardas955      Pavarde955     5    4    4    0    2    8    4    8    9    9    3    
Vardas956      Pavarde956     5    6    1    7    9    8    5    1    8    10   5    
Vardas957      Pavarde957     1    6    3    0    0    5    8    7    1    10   5    
Vardas958      Pavarde958     9    3    7    0    4    1    9    6    10   6    7    
Vardas959      Pavarde959     9    9    0    1    8    7    2    7    8    3    6    
Vardas96       Pavarde96      2    0    5    6    10   7    4    0    2    4    8    
Vardas960      Pavarde960     10   1    4    8    9    5    5    7    5    8    10   
Vardas961      Pavarde961     0    3    0    4    4    7    10   10   2    2    4    
Vardas962      Pavarde962     0    2    5    0    6    8    2    2    9    1    6    
Vardas963      Pavarde963     2    8    4    2    6    4    9    5    9    3    2    
Vardas964      Pavarde964     6    6    1    7    4    6    8    9    3    8    8    
Vardas965      Pavarde965     1    4    5    9    7    5    7    1    10   9    2    
Vardas966      Pavarde966     9    4    0    7    7    7    10   4    7    9    3    
Vardas967      Pavarde967     4    1    0    1    3    0    6    2    5    9    5    
Vardas968      Pavarde968     0    5    7    0    5    6    6    10   8    1    10   
Vardas969      Pavarde969     3    5    10   10   0    3    4    5    2    1    4    
Vardas97       Pavarde97      1    3    1    6    8    10   0    7    9    3    6    
Vardas970      Pavarde970     5    2    7    9    5    9    1    10   9    6    7    
Vardas971      Pavarde971     2    0    6    0    10   5    8    8    1    1    0    
Vardas972      Pavarde972     2    3    3    0    5    4    10   7    0    6    6    
Vardas973      Pavarde973     10   10   3    6    10   3    2    10   1    9    7    
Vardas974      Pavarde974     1    0    1    1    2    6    7    2    5    10   10   
Vardas975      Pavarde975     0    1    4    6    0    9    5    4    9    4    6    
Vardas976      Pavarde976     2    9    4    6    1    3    8    10   3    9    6    
Vardas977      Pavarde977     6    1    1    7    2    1    1    7    10   6    3    
Vardas978      Pavarde978     10   1    7    1    6    3    3    2    3    5    1    
Vardas979      Pavarde979     6    2    0    6    1    7    1    9    7    8    3    
Vardas98       Pavarde98      0    8    2    9    8    7    2    1    10   7    1    
Vardas980      Pavarde980     5    10   2    3    6    4    0    1    10   8    10   
Vardas981      Pavarde981     9    5    9    0    6    2    9    10   2    2    1    
Vardas982      Pavarde982     0    1    8    8    10   9    1    10   6    6    6    
Vardas983      Pavarde983     4    10   3    5    4    6    9    9    6    10   10   
Vardas984      Pavarde984     8    6    10   4    4    4    2    9    10   10   0    
Vardas985      Pavarde985     10   2    1    10   8    2    1    3    5    2    3    
Vardas986      Pavarde986     10   0    7    5    4    0    4    2    3    1    5    
Vardas987      Pavarde987     0    0    5    6    4    7    8    10   10   5    0    
Vardas988      Pavarde988     3    10   8    7    7    1    6    4    6    5    6    
Vardas989      Pavarde989     1    10   6    3    1    4    1    4    2    8    7    
Vardas99       Pavarde99      6    9    9    1    4    2    3    2    6    6    9    
Vardas990      Pavarde990     3    4    9    1    2    1    4    2    8    2    6    
Vardas991      Pavarde991     2    9    2    4    10   0    9    4    9    4    8    
Vardas992      Pavarde992     10   8    6    7    10   8    8    0    0    9    9    
Vardas993      Pavarde993     3    10   0    10   4    2    1    3    0    6    4    
Vardas994      Pavarde994     9    5    0    1    3    4    8    9    4    8    9    
Vardas995      Pavarde995     1    3    8    10   2    2    1    8    5    8    6    
Vardas996      Pavarde996     8    8    3    7    5    1    8    1    9    1    7    
Vardas997      Pavarde997     0    2    7    7    4    7    6    4    10   5    7    
Vardas998      Pavarde998     6    3    3    5    8    0    5    8    7    5    3    
Vardas999      Pavarde999     7    3    1    5    5    3    1    0    8    4    9    
