Vardas         Pavarde        nd1  nd2  nd3  nd4  nd5  nd6  nd7  nd8  nd9  nd10 Egz. 
Vardas5091     Pavarde5091    4    8    9    7    5    2    9    3    10   3    7    
Vardas5092     Pavarde5092    8    5    9    9    8    0    9    2    4    8    6    
Vardas5093     Pavarde5093    2    7    9    5    1    8    3    5    9    9    5    
Vardas5094     Pavarde5094    2    9    6    7    1    3    0    6    3    10   2    
Vardas5095     Pavarde5095    5    9    2    0    9    6    9    7    7    2    10   
Vardas5096     Pavarde5096    1    8    1    5    9    1    7    9    7    10   1    
Vardas5097     Pavarde5097    10   3    8    0    10   10   5    4    7    5    10   
Vardas5098     Pavarde5098    9    6    0    4    6    4    8    6    9    10   3    
Vardas5099     Pavarde5099    2    2    6    9    10   6    7    7    0    10   6    
Vardas51       Pavarde51      0    1    5    9    4    0    6    8    2    5    0    
Vardas510      Pavarde510     2    5    10   9    8    6    7    0    9    4    1    
Vardas5100     Pavarde5100    4    0    1    2    7    5    10   0    2    3    6    
Vardas5101     Pavarde5101    2    10   0    6    10   2    1    10   2    7    7    
Vardas5102     Pavarde5102    0    9    4    6    5    9    3    5    4    8    3    
Vardas5103     Pavarde5103    1    6    6    7    7    6    2    0    10   7    2    
Vardas5104     Pavarde5104    3    5    7    10   8    9    8    9    2    8    2    
Vardas5105     Pavarde5105    5    10   10   2    9    2    0    2    0    0    1    
Vardas5106     Pavarde5106    8    6    7    9    8    3    5    7    7    9    2    
Vardas5107     Pavarde5107    6    4    7    5    10   10   9    4    4    8    9    
Vardas5108     Pavarde5108    1    2    5    5    6    4    6    3    10   0    1    
Vardas5109     Pavarde5109    1    2    0    2    8    5    5    7    9    4    1    
Vardas511      Pavarde511     4    3    0    8    6    8    0    3    0    7    9    
Vardas5110     Pavarde5110    4    5    5    1    4    0    0    8    7    8    8    
Vardas5111     Pavarde5111    10   4    8    1    5    1    4    1    10   7    9    
Vardas5112     Pavarde5112    3    3    9    8    0    5    3    4    10   5    1    
Vardas5113     Pavarde5113    7    2    7    8    6    8    0    8    3    6    4    
Vardas5114     Pavarde5114    0    6    6    1    10   5    5    6    4    8    0    
Vardas5115     Pavarde5115    6    6    8    0    7    6    1    5    8    10   0    
Vardas5116     Pavarde5116    7    5    6    2    9    1    8    5    7    5    6    
Vardas5117     Pavarde5117    6    1    8    9    2    2    0    9    7    7    2    
Vardas5118     Pavarde5118    2    4    3    5    0    4    7    0    9    4    1    
Vardas5119     Pavarde5119    5    4    8    9    0    5    7    5    2    0    6    
Vardas512      Pavarde512     8    1    7    0    7    0    5    2    3    0    6    
Vardas5120     Pavarde5120    3    1    4    0    0    9    4    2    7    10   1    
Vardas5121     Pavarde5121    0    6    6    2    6    8    3    2    6    7    3    
Vardas5122     Pavarde5122    0    9    3    0    7    9    7    4    8    3    4    
Vardas5123     Pavarde5123    4    3    8    9    7    5    7    3    8    9    4    
Vardas5124     Pavarde5124    10   1    8    2    4    7    2    0    4    5    4    
Vardas5125     Pavarde5125    9    8    1    8    3    2    2    1    0    4    4    
Vardas5126     Pavarde5126    2    10   7    10   1    4    6    6    8    5    0    
Vardas5127     Pavarde5127    5    7    9    8    4    9    5    3    10   6    10   
Vardas5128     Pavarde5128    10   7    5    0    4    9    8    10   6    4    10   
Vardas5129     Pavarde5129    0    8    7    0    1    0    0    0    10   5    5    
Vardas513      Pavarde513     8    1    3    1    0    9    7    1    3    1    3    
Vardas5130     Pavarde5130    6    2    3    6    6    4    0    6    10   2    7    
Vardas5131     Pavarde5131    8    8    1    9    5    10   6    6    0    5    3    
Vardas5132     Pavarde5132    8    5    6    7    6    8    3    7    3    2    4    
Vardas5133     Pavarde5133    2    9    0    7    10   5    0    0    4    9    8    
Vardas5134     Pavarde5134    7    2    9    2    1    1    4    6    4    4    0    
Vardas5135     Pavarde5135    6    4    5    1    10   8    8    1    4    2    8    
Vardas5136     Pavarde5136    6    3    0    3    4    2    7    7    10   7    8    
Vardas5137     Pavarde5137    0    6    7    5    5    9    10   8    8    0    2    
Vardas5138     Pavarde5138    2    5    8    10   2    1    3    9    8    1    4    
Vardas5139     Pavarde5139    3    1    9    2    4    0    8    8    8    2    10   
Vardas514      Pavarde514     8    10   7    0    4    5    3    4    10   1    3    
Vardas5140     Pavarde5140    5    1    10   10   6    10   6    2    1    7    0    
Vardas5141     Pavarde5141    3    4    1    3    7    9    7    10   4    1    5    
Vardas5142     Pavarde5142    6    0    4    1    4    9    4    2    4    4    10   
Vardas5143     Pavarde5143    8    10   4    5    6    5    1    9    6    0    7    
Vardas5144     Pavarde5144    8    10   6    0    6    6    3    9    9    10   0    
Vardas5145     Pavarde5145    4    10   8    10   0    3    7    10   2    1    1    
Vardas5146     Pavarde5146    6    3    4    5    9    2    6    7    2    0    10   
Vardas5147     Pavarde5147    2    0    10   6    9    0    8    6    7    9    3    
Vardas5148     Pavarde5148    9    4    9    6    10   8    1    9    7    0    0    
Vardas5149     Pavarde5149    4    0    3    5    9    1    9    8    7    9    2    
Vardas515      Pavarde515     6    8    9    3    6    3    1    6    6    7    0    
Vardas5150     Pavarde5150    9    4    9    10   2    10   1    0    5    3    4    
Vardas5151     Pavarde5151    5    0    0    10   10   1    2    4    1    7    5    
Vardas5152     Pavarde5152    9    7    2    0    2    5    2    10   6    10   4    
Vardas5153     Pavarde5153    1    5    7    1    6    10   5    5    5    9    3    
Vardas5154     Pavarde5154    5    7    3    2    5    2    0    0    3    5    1    
Vardas5155     Pavarde5155    2    0    1    6    2    9    10   1    7    9    9    
Vardas5156     Pavarde5156    9    6    4    0    6    8    0    9    9    8    1    
Vardas5157     Pavarde5157    10   7    9    9    9    6    3    6    2    10   0    
Vardas5158     Pavarde5158    3    9    2    8    2    3    3    2    3    6    2    
Vardas5159     Pavarde5159    1    9    4    9    2    8    8    3    3    5    2    
Vardas516      Pavarde516     0    6    1    2    8    5    5    9    6    1    1    
Vardas5160     Pavarde5160    7    8    3    8    6    6    5    8    4    3    5    
Vardas5161     Pavarde5161    3    1    1    10   0    5    6    0    2    9    6    
Vardas5162     Pavarde5162    6    7    0    4    5    4    5    9    0    8    3    
Vardas5163     Pavarde5163    8    5    4    6    4    7    5    9    9    5    7    
Vardas5164     Pavarde5164    0    2    2    6    3    6    0    0    10   5    7    
Vardas5165     Pavarde5165    1    2    1    6    8    10   10   7    8    4    7    
Vardas5166     Pavarde5166    2    4    3    0    3    9    6    9    0    7    8    
Vardas5167     Pavarde5167    3    4    2    2    2    8    6    2    7    1    5    
Vardas5168     Pavarde5168    9    10   5    1    3    8    0    9    8    10   5    
Vardas5169     Pavarde5169    5    0    8    5    9    9    10   1    9    5    7    
Vardas517      Pavarde517     7    10   10   6    5    0    5    0    0    9    8    
Vardas5170     Pavarde5170    9    7    5    5    8    7    8    6    7    8    4    
Vardas5171     Pavarde5171    4    6    0    5    0    7    6    5    1    3    4    
Vardas5172     Pavarde5172    7    5    3    7    5    8    1    5    0    4    7    
Vardas5173     Pavarde5173    9    4    9    10   10   1    8    5    2    3    5    
Vardas5174     Pavarde5174    3    10   1    7    6    3    3    1    2    7    5    
Vardas5175     Pavarde5175    3    8    8    9    1    4    5    3    1    5    5    
Vardas5176     Pavarde5176    9    3    1    4    8    6    3    9    3    7    0    
Vardas5177     Pavarde5177    2    0    9    10   2    8    9    9    3    9    4    
Vardas5178     Pavarde5178    2    1    0    3    3    5    2    10   6    2    8    
Vardas5179     Pavarde5179    3    9    3    5    0    7    9    2    10   6    1    
Vardas518      Pavarde518     3    8    10   9    6    7    6    2    5    6    0    
Vardas5180     Pavarde5180    6    7    9    6    3    5    5    0    9    6    6    
Vardas5181     Pavarde5181    10   4    0    2    6    0    8    6    10   4    8    
Vardas5182     Pavarde5182    5    10   3    5    7    6    2    5    10   0    8    
Vardas5183     Pavarde5183    8    8    3    2    1    2    8    2    1    6    6    
Vardas5184     Pavarde5184    8    7    7    5    2    1    6    5    7    3    10   
Vardas5185     Pavarde5185    10   1    7    8    1    3    4    9    10   4    2    
Vardas5186     Pavarde5186    5    4    4    6    9    6    10   8    5    9    9    
Vardas5187     Pavarde5187    1    3    9    1    0    8    4    2    10   4    10   
Vardas5188     Pavarde5188    10   9    9    9    6    10   5    8    4    6    8    
Vardas5189     Pavarde5189    9    3    7    0    1    8    5    4    6    3    5    
Vardas519      Pavarde519     1    8    4    1    8    5    8    5    0    1    2    
Vardas5190     Pavarde5190    0    10   7    6    0    3    9    4    3    5    2    
Vardas5191     Pavarde5191    8    2    1    8    10   1    2    10   1    4    0    
Vardas5192     Pavarde5192    10   2    0    2    0    4    4    5    0    8    8    
Vardas5193     Pavarde5193    10   7    7    1    8    4    8    1    5    5    5    
Vardas5194     Pavarde5194    10   0    2    4    0    1    0    1    6    0    6    
Vardas5195     Pavarde5195    7    5    6    10   10   10   10   5    7    9    2    
Vardas5196     Pavarde5196    9    8    10   6    1    8    0    5    6    2    4    
Vardas5197     Pavarde5197    9    2    5    1    7    0    1    8    8    6    9    
Vardas5198     Pavarde5198    7    8    4    9    4    7    2    2    8    6    3    
Vardas5199     Pavarde5199    6    3    3    8    0    5    3    9    9    0    10   
Vardas52       Pavarde52      3    10   3    2    5    3    2    10   0    7    3    
Vardas520      Pavarde520     4    7    2    8    6    1    10   0    5    7    0    
Vardas5200     Pavarde5200    1    7    7    10   5    3    4    4    6    7    8    
Vardas5201     Pavarde5201    8    3    0    2    5    0    10   0    10   3    5    
Vardas5202     Pavarde5202    0    0    5    1    1    3    0    2    9    7    1    
Vardas5203     Pavarde5203    4    7    7    2    2    5    3    1    4    4    6    
Vardas5204     Pavarde5204    8    0    7    6    4    1    3    0    2    4    7    
Vardas5205     Pavarde5205    4    4    8    3    1    6    2    5    1    4    1    
Vardas5206     Pavarde5206    9    8    3    4    7    3    6    4    6    3    10   
Vardas5207     Pavarde5207    3    1    6    10   2    3    3    7    6    6    6    
Vardas5208     Pavarde5208    5    3    4    10   6    6    10   3    6    7    7    
Vardas5209     Pavarde5209    7    9    8    4    4    10   6    7    7    2    7    
Vardas521      Pavarde521     7    0    10   10   3    3    7    2    3    9    1    
Vardas5210     Pavarde5210    5    4    2    5    2    4    10   10   5    10   9    
Vardas5211     Pavarde5211    5    0    3    4    10   0    5    2    6    9    3    
Vardas5212     Pavarde5212    8    2    3    5    3    2    3    4    0    8    10   
Vardas5213     Pavarde5213    4    4    1    3    4    7    3    4    6    4    10   
Vardas5214     Pavarde5214    1    0    3    2    3    3    2    8    10   10   7    
Vardas5215     Pavarde5215    9    1    4    9    7    3    1    10   1    9    7    
Vardas5216     Pavarde5216    5    0    8    8    10   2    1    6    1    2    5    
Vardas5217     Pavarde5217    9    5    9    9    3    1    10   5    5    9    5    
Vardas5218     Pavarde5218    8    6    3    2    4    3    6    2    6    4    4    
Vardas5219     Pavarde5219    7    8    3    9    7    4    1    3    3    8    0    
Vardas522      Pavarde522     2    1    10   7    7    7    10   0    2    6    7    
Vardas5220     Pavarde5220    5    9    3    5    7    5    2    5    0    3    6    
Vardas5221     Pavarde5221    8    9    9    0    0    7    3    9    10   1    0    
Vardas5222     Pavarde5222    10   9    6    3    1    0    4    1    4    2    9    
Vardas5223     Pavarde5223    9    9    6    6    0    0    6    8    8    8    9    
Vardas5224     Pavarde5224    3    1    5    6    3    5    9    1    5    9    10   
Vardas5225     Pavarde5225    1    9    0    4    5    6    9    10   4    10   10   
Vardas5226     Pavarde5226    9    7    7    0    6    8    3    9    10   4    3    
Vardas5227     Pavarde5227    7    3    0    0    7    8    9    0    3    3    1    
Vardas5228     Pavarde5228    10   10   7    10   7    9    8    9    8    5    7    
Vardas5229     Pavarde5229    4    8    8    9    2    10   5    8    3    7    7    
Vardas523      Pavarde523     10   4    4    9    8    10   9    4    1    0    6    
Vardas5230     Pavarde5230    10   9    1    2    7    4    2    5    7    7    10   
Vardas5231     Pavarde5231    7    7    7    0    8    4    8    8    8    2    1    
Vardas5232     Pavarde5232    1    9    6    10   2    2    4    5    7    8    3    
Vardas5233     Pavarde5233    10   0    10   8    2    6    2    9    2    3    4    
Vardas5234     Pavarde5234    10   9    10   9    1    4    10   0    4    1    9    
Vardas5235     Pavarde5235    3    6    2    3    8    8    5    9    9    6    8    
Vardas5236     Pavarde5236    1    1    6    5    1    10   4    5    1    10   5    
Vardas5237     Pavarde5237    4    7    1    10   5    7    9    8    3    8    6    
Vardas5238     Pavarde5238    5    4    1    4    1    3    3    1    0    10   1    
Vardas5239     Pavarde5239    7    2    10   9    0    2    7    0    10   10   9    
Vardas524      Pavarde524     8    10   8    8    9    0    0    1    9    9    10   
Vardas5240     Pavarde5240    6    0    7    5    3    6    0    10   6    10   5    
Vardas5241     Pavarde5241    0    8    4    7    7    6    10   2    4    3    4    
Vardas5242     Pavarde5242    7    10   6    0    0    3    7    3    10   0    4    
Vardas5243     Pavarde5243    9    4    8    4    8    3    9    0    8    9    4    
Vardas5244     Pavarde5244    4    7    9    2    8    6    7    7    5    8    5    
Vardas5245     Pavarde5245    8    7    1    0    1    4    0    3    1    9    2    
Vardas5246     Pavarde5246    0    1    8    1    9    5    8    2    2    1    1    
Vardas5247     Pavarde5247    3    0    6    1    9    8    2    3    2    6    10   
Vardas5248     Pavarde5248    0    1    2    7    0    9    1    7    0    9    3    
Vardas5249     Pavarde5249    1    3    7    2    10   9    9    4    1    4    6    
Vardas525      Pavarde525     7    8    8    3    0    10   8    8    8    9    6    
Vardas5250     Pavarde5250    6    9    7    1    3    0    0    4    3    10   3    
Vardas5251     Pavarde5251    8    10   9    1    9    3    5    8    0    9    9    
Vardas5252     Pavarde5252    6    3    7    1    8    6    5    7    1    3    4    
Vardas5253     Pavarde5253    9    8    6    5    1    5    7    2    9    1    1    
Vardas5254     Pavarde5254    6    10   7    6    7    9    0    6    5    8    3    
Vardas5255     Pavarde5255    6    5    2    2    9    1    8    7    5    7    10   
Vardas5256     Pavarde5256    9    5    7    3    2    1    8    3    2    5    3    
Vardas5257     Pavarde5257    7    3    4    6    0    7    2    8    1    1    10   
Vardas5258     Pavarde5258    9    7    0    8    0    7    10   8    1    7    10   
Vardas5259     Pavarde5259    9    3    5    3    10   0    9    7    10   9    5    
Vardas526      Pavarde526     9    1    6    9    9    0    5    0    2    7    8    
Vardas5260     Pavarde5260    7    9    1    10   10   7    5    6    6    7    8    
Vardas5261     Pavarde5261    0    5    0    5    10   6    0    2    0    10   8    
Vardas5262     Pavarde5262    2    7    0    10   3    2    4    2    1    10   1    
Vardas5263     Pavarde5263    7    5    3    3    8    9    2    3    3    0    0    
Vardas5264     Pavarde5264    5    7    10   5    5    6    4    1    7    1    2    
Vardas5265     Pavarde5265    4    9    5    9    5    10   9    1    4    6    1    
Vardas5266     Pavarde5266    6    1    4    7    3    9    10   0    9    2    3    
Vardas5267     Pavarde5267    4    5    3    5    10   2    5    4    4    9    2    
Vardas5268     Pavarde5268    0    0    7    10   5    5    1    7    4    7    1    
Vardas5269     Pavarde5269    4    9    5    1    7    6    7    0    3    4    5    
Vardas527      Pavarde527     0    3    8    4    5    3    3    10   7    5    9    
Vardas5270     Pavarde5270    0    2    3    2    0    2    6    8    2    10   5    
Vardas5271     Pavarde5271    7    3    7    6    9    6    2    3    10   7    8    
Vardas5272     Pavarde5272    3    1    10   2    10   10   6    2    9    10   7    
Vardas5273     Pavarde5273    9    7    6    8    1    2    6    2    3    5    9    
Vardas5274     Pavarde5274    0    3    0    9    8    3    9    9    5    2    7    
Vardas5275     Pavarde5275    0    5    4    7    8    1    3    7    1    4    6    
Vardas5276     Pavarde5276    10   5    4    5    6    6    1    8    8    4    7    
Vardas5277     Pavarde5277    6    6    4    0    10   7    3    2    1    1    3    
Vardas5278     Pavarde5278    9    4    7    1    4    5    8    9    8    1    0    
Vardas5279     Pavarde5279    9    4    2    5    9    7    8    4    7    1    7    
Vardas528      Pavarde528     1    10   6    5    8    1    9    4    8    4    9    
Vardas5280     Pavarde5280    4    3    2    5    1    8    1    2    5    0    7    
Vardas5281     Pavarde5281    1    5    8    2    10   7    7    6    1    8    0    
Vardas5282     Pavarde5282    5    2    1    10   4    5    9    2    3    7    6    
Vardas5283     Pavarde5283    4    6    4    8    4    6    9    2    10   3    1    
Vardas5284     Pavarde5284    3    3    7    2    8    7    8    3    3    5    8    
Vardas5285     Pavarde5285    10   10   4    4    1    7    9    2    9    4    1    
Vardas5286     Pavarde5286    6    10   4    0    7    8    3    0    8    5    5    
Vardas5287     Pavarde5287    7    8    0    1    3    2    0    2    8    3    2    
Vardas5288     Pavarde5288    0    7    2    8    6    6    3    3    3    2    9    
Vardas5289     Pavarde5289    8    8    5    1    1    8    2    6    7    0    6    
Vardas529      Pavarde529     3    6    9    0    4    10   9    8    8    7    7    
Vardas5290     Pavarde5290    10   1    0    6    10   5    0    0    7    7    1    
Vardas5291     Pavarde5291    4    5    5    4    7    10   9    7    2    0    10   
Vardas5292     Pavarde5292    1    2    8    8    0    3    2    1    1    7    6    
Vardas5293     Pavarde5293    6    5    9    9    5    7    9    5    3    1    4    
Vardas5294     Pavarde5294    4    9    6    0    8    3    10   4    1    4    4    
Vardas5295     Pavarde5295    4    8    5    5    7    10   2    0    2    7    2    
Vardas5296     Pavarde5296    5    10   3    10   1    7    0    9    9    9    0    
Vardas5297     Pavarde5297    5    4    2    0    3    2    3    5    2    5    8    
Vardas5298     Pavarde5298    1    4    9    1    5    6    10   2    7    8    2    
Vardas5299     Pavarde5299    9    10   1    6    6    1    7    0    5    6    10   
Vardas53       Pavarde53      6    7    4    10   8    2    2    2    6    8    5    
Vardas530      Pavarde530     6    4    2    0    6    8    9    4    2    3    3    
Vardas5300     Pavarde5300    4    2    0    9    0    5    9    3    7    2    4    
Vardas5301     Pavarde5301    6    5    0    0    0    9    8    10   5    7    7    
Vardas5302     Pavarde5302    10   7    0    4    0    1    8    7    6    7    0    
Vardas5303     Pavarde5303    10   2    0    8    6    2    4    3    10   2    0    
Vardas5304     Pavarde5304    3    1    5    10   0    5    6    0    6    8    7    
Vardas5305     Pavarde5305    8    2    10   5    0    0    10   10   7    0    1    
Vardas5306     Pavarde5306    9    7    6    7    5    4    0    0    0    10   5    
Vardas5307     Pavarde5307    9    6    2    0    2    5    7    4    4    8    6    
Vardas5308     Pavarde5308    1    2    4    5    9    1    0    5    0    3    4    
Vardas5309     Pavarde5309    3    8    6    0    9    7    10   6    10   3    5    
Vardas531      Pavarde531     10   7    0    0    0    4    2    0    4    3    10   
Vardas5310     Pavarde5310    3    1    9    3    2    2    10   4    5    4    3    
Vardas5311     Pavarde5311    5    6    3    10   7    8    7    5    5    3    3    
Vardas5312     Pavarde5312    0    7    1    4    9    2    2    3    8    4    2    
Vardas5313     Pavarde5313    9    8    5    3    3    5    5    2    3    10   1    
Vardas5314     Pavarde5314    4    8    9    8    9    10   10   5    6    7    5    
Vardas5315     Pavarde5315    2    9    1    8    10   4    3    9    8    7    7    
Vardas5316     Pavarde5316    8    1    3    8    8    3    4    4    1    5    0    
Vardas5317     Pavarde5317    8    2    3    4    3    1    9    1    4    10   3    
Vardas5318     Pavarde5318    4    8    6    9    9    6    1    5    8    7    4    
Vardas5319     Pavarde5319    4    8    8    4    3    9    8    4    4    9    8    
Vardas532      Pavarde532     0    4    0    5    3    1    0    5    3    4    0    
Vardas5320     Pavarde5320    7    4    1    5    5    5    5    4    5    2    5    
Vardas5321     Pavarde5321    9    7    4    8    5    4    0    1    0    4    5    
Vardas5322     Pavarde5322    7    10   0    10   9    2    0    1    2    3    9    
Vardas5323     Pavarde5323    2    3    9    4    9    4    9    2    7    8    10   
Vardas5324     Pavarde5324    9    8    5    10   10   0    3    2    0    1    3    
Vardas5325     Pavarde5325    5    8    6    4    10   9    0    9    6    4    5    
Vardas5326     Pavarde5326    10   8    8    0    3    2    2    2    2    7    7    
Vardas5327     Pavarde5327    10   4    0    10   1    10   5    10   3    4    7    
Vardas5328     Pavarde5328    9    9    2    9    7    10   9    6    9    3    9    
Vardas5329     Pavarde5329    8    5    8    9    5    0    6    10   7    8    10   
Vardas533      Pavarde533     0    0    2    0    5    8    1    7    5    10   4    
Vardas5330     Pavarde5330    0    3    7    6    0    6    2    6    5    4    3    
Vardas5331     Pavarde5331    0    7    7    9    10   10   3    3    5    8    10   
Vardas5332     Pavarde5332    0    2    1    5    3    2    6    7    7    8    10   
Vardas5333     Pavarde5333    1    0    6    10   1    0    2    2    8    10   9    
Vardas5334     Pavarde5334    9    7    0    8    5    3    6    10   1    6    2    
Vardas5335     Pavarde5335    5    2    4    9    2    4    5    2    7    8    8    
Vardas5336     Pavarde5336    0    2    1    8    6    4    9    9    4    6    8    
Vardas5337     Pavarde5337    2    9    6    1    7    5    1    5    2    10   9    
Vardas5338     Pavarde5338    5    2    9    8    10   4    10   0    4    2    9    
Vardas5339     Pavarde5339    7    3    10   0    0    6    7    10   2    6    10   
Vardas534      Pavarde534     5    2    6    9    3    2    10   4    7    6    8    
Vardas5340     Pavarde5340    0    0    8    6    6    7    0    2    5    5    4    
Vardas5341     Pavarde5341    6    6    4    7    8    9    3    3    6    8    6    
Vardas5342     Pavarde5342    4    6    2    6    2    6    1    4    0    2    2    
Vardas5343     Pavarde5343    2    6    3    5    9    6    0    10   8    9    5    
Vardas5344     Pavarde5344    9    1    8    7    1    7    2    4    2    6    2    
Vardas5345     Pavarde5345    7    3    2    1    4    2    0    1    5    7    3    
Vardas5346     Pavarde5346    3    10   10   7    9    0    10   9    5    0    8    
Vardas5347     Pavarde5347    4    2    5    1    9    9    7    8    3    5    3    
Vardas5348     Pavarde5348    1    1    0    4    2    3    1    5    3    4    2    
Vardas5349     Pavarde5349    3    9    9    0    7    2    1    9    5    3    7    
Vardas535      Pavarde535     1    8    1    9    9    0    4    1    4    4    8    
Vardas5350     Pavarde5350    4    5    1    6    9    9    3    5    0    4    2    
Vardas5351     Pavarde5351    2    9    3    4    6    9    5    1    3    10   0    
Vardas5352     Pavarde5352    8    1    4    8    7    4    10   4    8    4    8    
Vardas5353     Pavarde5353    10   8    1    5    4    10   1    4    5    6    5    
Vardas5354     Pavarde5354    2    2    0    7    0    10   7    0    2    2    1    
Vardas5355     Pavarde5355    6    8    5    6    8    7    4    1    4    4    3    
Vardas5356     Pavarde5356    4    5    4    3    4    7    0    3    9    0    9    
Vardas5357     Pavarde5357    4    4    4    10   6    2    3    1    1    6    3    
Vardas5358     Pavarde5358    6    7    2    6    8    8    6    3    10   10   8    
Vardas5359     Pavarde5359    8    0    7    2    2    8    2    4    8    6    5    
Vardas536      Pavarde536     6    3    9    5    4    8    2    8    1    9    1    
Vardas5360     Pavarde5360    9    8    2    2    7    0    4    7    4    7    3    
Vardas5361     Pavarde5361    0    6    0    6    8    3    4    5    7    9    0    
Vardas5362     Pavarde5362    3    5    1    5    10   8    0    10   8    10   9    
Vardas5363     Pavarde5363    2    3    1    9    0    9    5    4    8    0    7    
Vardas5364     Pavarde5364    5    10   10   5    5    7    4    8    4    0    9    
Vardas5365     Pavarde5365    0    9    0    4    8    7    7    0    10   6    4    
Vardas5366     Pavarde5366    9    6    4    6    6    7    4    8    3    9    7    
Vardas5367     Pavarde5367    5    9    4    2    6    5    3    1    8    0    1    
Vardas5368     Pavarde5368    9    10   5    1    6    2    4    2    6    5    8    
Vardas5369     Pavarde5369    4    1    7    0    7    3    2    3    3    9    10   
Vardas537      Pavarde537     5    8    4    10   4    5    7    1    3    4    7    
Vardas5370     Pavarde5370    7    1    7    1    9    1    10   8    1    10   1    
Vardas5371     Pavarde5371    6    5    7    10   4    2    8    4    6    2    2    
Vardas5372     Pavarde5372    4    8    5    0    8    5    2    3    2    3    4    
Vardas5373     Pavarde5373    9    2    10   4    9    9    6    6    2    3    2    
Vardas5374     Pavarde5374    10   6    4    4    9    1    0    1    2    6    5    
Vardas5375     Pavarde5375    8    10   3    4    5    10   0    2    2    0    2    
Vardas5376     Pavarde5376    0    9    7    5    10   9    0    9    7    0    4    
Vardas5377     Pavarde5377    2    2    6    7    3    9    9    9    10   1    9    
Vardas5378     Pavarde5378    4    4    4    2    7    4    8    5    5    0    2    
Vardas5379     Pavarde5379    8    4    5    4    4    1    1    3    7    6    5    
Vardas538      Pavarde538     6    7    9    0    6    0    4    5    8    8    6    
Vardas5380     Pavarde5380    6    0    2    3    7    3    3    0    2    4    9    
Vardas5381     Pavarde5381    9    9    0    4    10   8    5    3    4    0    9    
Vardas5382     Pavarde5382    9    10   9    7    2    6    1    10   6    4    3    
Vardas5383     Pavarde5383    6    1    7    2    0    2    6    0    5    7    5    
Vardas5384     Pavarde5384    6    4    2    9    7    8    2    8    8    1    6    
Vardas5385     Pavarde5385    4    10   7    2    9    4    4    10   4    5    9    
Vardas5386     Pavarde5386    0    4    9    7    1    4    4    3    5    6    1    
Vardas5387     Pavarde5387    9    4    0    2    9    0    4    7    6    5    1    
Vardas5388     Pavarde5388    6    7    6    1    0    1    4    2    0    2    8    
Vardas5389     Pavarde5389    0    9    3    4    4    6    6    5    1    7    5    
Vardas539      Pavarde539     6    6    0    5    0    2    7    3    10   1    4    
Vardas5390     Pavarde5390    2    5    5    4    6    0    4    8    8    1    5    
Vardas5391     Pavarde5391    2    1    3    7    6    1    7    9    4    6    6    
Vardas5392     Pavarde5392    0    5    2    5    3    6    2    4    0    0    0    
Vardas5393     Pavarde5393    3    10   8    9    7    0    5    2    3    7    5    
Vardas5394     Pavarde5394    1    8    9    10   4    7    2    1    2    3    2    
Vardas5395     Pavarde5395    10   8    1    5    0    1    8    7    10   8    1    
Vardas5396     Pavarde5396    6    5    1    7    8    3    8    1    1    2    2    
Vardas5397     Pavarde5397    3    0    4    9    5    1    1    9    8    7    0    
Vardas5398     Pavarde5398    5    3    1    10   1    6    0    7    7    1    6    
Vardas5399     Pavarde5399    8    10   9    7    10   5    1    6    10   6    8    
Vardas54       Pavarde54      2    5    4    5    0    0    7    9    0    9    2    
Vardas540      Pavarde540     4    10   6    1    3    10   0    10   7    3    7    
Vardas5400     Pavarde5400    8    1    0    4    7    7    6    10   7    9    10   
Vardas5401     Pavarde5401    6    7    4    1    10   7    10   9    4    5    3    
Vardas5402     Pavarde5402    6    7    1    5    2    7    0    4    8    0    2    
Vardas5403     Pavarde5403    5    3    6    0    7    7    2    7    9    4    7    
Vardas5404     Pavarde5404    3    7    10   0    5    5    1    5    0    2    1    
Vardas5405     Pavarde5405    6    5    4    0    4    3    3    7    4    7    10   
Vardas5406     Pavarde5406    0    2    7    8    10   7    9    8    2    7    10   
Vardas5407     Pavarde5407    5    2    3    8    7    5    4    9    6    6    10   
Vardas5408     Pavarde5408    7    6    6    8    10   8    4    9    0    4    6    
Vardas5409     Pavarde5409    9    4    10   7    4    5    3    1    6    2    4    
Vardas541      Pavarde541     3    9    0    8    8    6    1    1    3    8    8    
Vardas5410     Pavarde5410    9    2    2    5    1    8    4    4    1    6    4    
Vardas5411     Pavarde5411    9    3    5    5    0    3    1    10   1    0    0    
Vardas5412     Pavarde5412    3    1    10   6    5    10   9    9    10   7    10   
Vardas5413     Pavarde5413    9    0    5    7    3    0    9    2    9    1    5    
Vardas5414     Pavarde5414    6    6    5    3    2    1    2    10   2    10   4    
Vardas5415     Pavarde5415    3    0    10   7    9    1    5    6    1    2    5    
Vardas5416     Pavarde5416    1    6    2    3    5    1    0    6    10   9    4    
Vardas5417     Pavarde5417    1    7    0    4    8    8    7    4    1    0    3    
Vardas5418     Pavarde5418    5    0    0    1    1    7    0    1    4    6    9    
Vardas5419     Pavarde5419    0    6    7    3    0    5    2    1    5    2    6    
Vardas542      Pavarde542     0    9    6    1    6    3    6    4    7    8    8    
Vardas5420     Pavarde5420    4    8    2    0    0    4    4    7    4    8    2    
Vardas5421     Pavarde5421    7    3    6    8    2    9    3    6    6    4    3    
